Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Rodeway Inn Grand Falls,10039 Rte 144,,Grand Falls,NB,E3Z 1J5,,506-473-1300,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,47.07163564556436,-67.78645694232785,2021-04-12,83580,2021-06-07 17:08:43 UTC,P,,,2016-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Rallye Motors Nissan,1810 Main St,,Moncton,NB,E1E 4S7,,506-857-1800,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,46.078053,-64.797655,2021-04-12,83581,2021-06-07 17:08:43 UTC,P,,,2014-05-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Sackville Welcome Centre,34 Mallard Dr,Located 3 minutes from the TransCanada at exit 506,Sackville,NB,E4L 4C3,,506-364-4967,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,45.907556,-64.369398,2021-01-07,83585,2021-06-07 17:08:43 UTC,LG,,,2015-05-01,,,,,J1772,CA,Situé à 3 minutes de TransCanada à  la sortie 506,Accessible 24 heures par jour,,Public,,public,,,TRAVEL_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Sarchfield Electric,589 Rte 560,,Jacksonville,NB,E7M 3J2,,506-325-2800,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,46.213494,-67.61257,2021-04-12,83589,2021-06-07 17:08:43 UTC,P,,,2013-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,UTILITY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Royal Bank of Canada,1111 St. George Blvd,Located near Sun Life building but closer to the RBC,Moncton,NB,E1E 4C9,,506-858-8180,E,,Public,24 hours daily,,,,,,5,,,Non-Networked,,200-9,46.082482,-64.832567,2021-04-12,83590,2021-06-07 17:08:43 UTC,P,,,2016-09-15,,,,,J1772,CA,"Située près du batiment de Sun Life, mais plus près de RBC",Accessible 24 heures par jour,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Ville de Dalhousie,428 rue William St,,Dalhousie,NB,E8C 2X9,,506-684-7600,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,48.066628,-66.376924,2020-01-06,83592,2021-06-07 17:08:43 UTC,P,,,2017-03-06,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,5 Kings Restaurant & Picaroons Brewhouse,5 King St,,St. Stephen,NB,E3L 2C1,,506-466-2739,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.192666,-67.275615,2021-04-12,83593,2021-06-07 17:08:43 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,RESTAURANT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Halifax Central Library,5440 Spring Garden Rd,,Halifax,NS,B3J 1E9,,902-490-5700,E,,Public - Call ahead,6am-1am daily; pay lot,,,,,,3,,,Non-Networked,,200-9,44.642689,-63.575227,2020-08-10,83598,2021-06-07 17:08:43 UTC,P,,,2014-12-15,,,,,J1772,CA,,6:00-01:00 tous les jours; payer le lot,,Public - Appeler à l'avance,,public,CALL,,LIBRARY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Gare Centrale,904 rue Belmont,,Montreal,QC,H3B 4M4,,888-842-7245,E,,Public,24 hours daily,A Cash Debit M V,,,,,3,,,Non-Networked,,200-9,45.49949,-73.566377,2019-09-11,83608,2021-06-07 17:08:43 UTC,P,,,2016-01-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,TRAVEL_CENTER,,,,,,,$1 per hour,1$ de l'heure,,,,,,,,
ELEC,Competition Chevrolet,40 Boulder Blvd,,Stony Plain,AB,T7Z 1V7,,780-963-6121,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,53.542013,-113.990121,2020-10-07,83609,2021-06-07 17:08:43 UTC,P,,,2013-04-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,640 1st Ave W,,Assiniboia,SK,S0H 0B0,,306-642-3334,E,,Public,7:30am-6pm M-Sat; 10am-5pm Sun,,,,,,1,,,Non-Networked,,200-8,49.184003,-105.952756,2020-08-10,83610,2021-06-07 17:08:43 UTC,P,,,2016-09-15,,,,,J1772,CA,,7:30-18:00 LUN-SAM; 10:00-17:00 DIM,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,400 King St,,Estevan,SK,S4A 0A1,,306-348-8090,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,49.145627,-102.977139,2020-08-10,83612,2021-06-07 17:08:43 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,10225 8th Ave,,Humboldt,SK,S0K 2A0,,306-682-2982,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,52.2026996,-105.1119592,2020-08-10,83613,2021-06-07 17:08:43 UTC,P,,,2016-03-03,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,101 Railway Ave E,,Kindersley,SK,S0L 1S0,,306-463-3802,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,51.466022,-109.152563,2020-08-10,83614,2021-06-07 17:08:43 UTC,P,,,2014-08-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,23 Thatcher Dr E,,Moose Jaw,SK,S6J 1L8,,306-693-9696,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,50.412104,-105.530658,2020-08-10,83615,2021-06-07 17:08:43 UTC,P,,,2017-02-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,11429 Railway Ave,,North Battleford,SK,S9A 3P7,,306-445-6171,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,52.75928451676122,-108.2727446306885,2020-08-10,83617,2021-06-07 17:08:43 UTC,P,,,2014-12-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,3925 2nd Ave W,,Prince Albert,SK,S6W 1A1,,306-763-2211,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,53.176453,-105.761994,2020-08-10,83619,2021-06-07 17:08:43 UTC,P,,,2015-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Peavey Mart,820C 51st St E,,Saskatoon,SK,S7K 0X8,,306-242-0981,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,52.175728,-106.653121,2020-08-10,83620,2021-06-07 17:08:43 UTC,P,,,2015-08-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Moose Hotel & Suites,345 Banff Ave,,Banff,AB,T1L 1H8,,403-760-8570,E,,Public,24 hours daily; for guest use only,,,,,,1,2,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.180729,-115.569795,2020-10-07,83624,2021-06-07 17:08:43 UTC,P,,,2016-08-01,,,,,J1772 TESLA,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Murray Chevrolet,2815 26th Ave S,,Lethbridge,AB,T1K 7K7,,403-328-1101,E,,Public,"7am-5:30pm M-F, 8am-4pm Sat",,,,,,2,,,Non-Networked,,200-9,49.667953,-112.800603,2020-10-07,83625,2021-06-07 17:08:43 UTC,P,,,2013-01-15,,,,,J1772,CA,,"7:00-5:30 LUN-VEN, 8:00-16:00 SAT",,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,South West Detention Centre,4819 8th Concession Rd,,Windsor,ON,N0R 1K0,,519-967-3100 x2040,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,42.2498644,-82.9496771,2021-04-12,83626,2021-05-06 17:09:19 UTC,P,,,2014-07-28,,,,,J1772,CA,,24 heures par jour,,Public,,public,,,PRISON,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Aurora Town Hall,100 John West Way,,Aurora,ON,L4G 6J1,,905-727-1375,E,,Public,7:00am-12:00am daily,,,,,,1,,,Non-Networked,,200-9,44.006779,-79.450705,2019-10-10,83627,2021-06-07 17:08:43 UTC,P,,,2013-10-15,,,,,J1772,CA,,7:00-00:00 tous les jours,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Middleton Town Hall,131 Commercial St,,Middleton,NS,B0S 1P0,,902-825-4841 x4,E,,Public,24 hours daily,,,,,,1,,,EV Connect,http://evconnect.com/,200-9,44.944995,-65.069986,2019-06-06,83628,2021-06-07 17:08:43 UTC,LG,,,2013-01-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hopital Notre-Dame,1560 rue Sherbrooke Est,Parking Garage level B,Montreal,QC,H2L 4M1,,514-413-8777,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,45.526126,-73.564282,2021-04-12,83633,2021-06-07 17:08:43 UTC,P,,,2017-02-01,,,,,J1772,CA,Gare de stationnement niveau B,Accessible 24 heures par jour,,Public,,public,,,HOSPITAL,,,,,,,Free with paid parking,Gratuit avec frais de parking,,,,,,,,
ELEC,Addison Chevrolet,1220 Eglinton Ave E,Inside the dealership,Mississauga,ON,L5N 5Z1,,905-238-2886,E,,Public,Dealership business hours; for client use only,,,,,,1,,,Non-Networked,,200-9,43.631541,-79.624115,2021-04-12,83635,2021-05-06 17:09:19 UTC,P,,,2015-03-15,,,,,J1772,CA,Ã€ lâ€™intÃ©rieur du concessionaire,Heures dâ€™ouverture du concessionnaire; Ã  l'usage des clients seulement,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Thompson Rivers University - Williams Lake - ClipperCreek,1250 Western Ave,,Williams Lake,BC,V2G 1H7,,250-828-5000,E,,Public,24 hours daily; parking fee required,,,,,,,1,,Non-Networked,,200-9,52.151579,-122.153472,2020-07-13,83645,2021-06-07 17:08:43 UTC,P,,,2020-06-18,,,,,TESLA,CA,,Accessible 24 heures par jour; frais de stationnement requis,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free; variable parking fee,gratuit; tarif variable pour le stationnement,,,,,,,,
ELEC,Chevrolet GMC Roberval,321 boul.,,Roberval,QC,G8H 1Z4,,418-275-1331,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,48.502897,-72.22299,2019-11-08,83647,2021-06-07 17:08:43 UTC,P,,,2010-12-15,,,,,J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Ambassador Hotel and Conference Center,1550 Princess St,,Kingston,ON,K7M 9E3,,613-548-3605,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,44.252328,-76.536514,2019-11-08,83649,2021-06-07 17:08:43 UTC,P,,,2017-03-16,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Place d'Orleans Shopping Centre,110 Place D'Orleans Dr,In covered parking near bank of Montreal,Ottawa,ON,K1C 2L9,,613-824-9050,E,,Public,"7am-9pm M-F, 8am-7pm Sat; 8am-5pm Sun",,,,,,3,,,Non-Networked,,200-9,45.478305,-75.515791,2021-04-12,83650,2021-05-06 17:09:19 UTC,P,,,2014-06-16,,,,,J1772,CA,,7:00-21:00 LUN-VEN; 8:00-19:00 SAM; 8:00-17:00 DIM,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Parrsboro Town Hall,4030 Eastern Ave,,Parrsboro,NS,B0M 1S0,,902-254-4114,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.406473,-64.325486,2020-08-10,83652,2021-06-07 17:08:43 UTC,LG,,,2013-01-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Town of New Glasgow,155 Glasgow St,,New Glasgow,NS,B2H 5E1,,902-755-7788 x3,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.587565,-62.646618,2020-08-10,83660,2021-06-07 17:08:43 UTC,P,,,2015-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,PARKING_LOT,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Town of Shelburne,14 Dock St,Located on east side of service building at corner,Shelburne,NS,B0T 1W0,,902-875-2991 x5,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,43.75999,-65.323661,2019-06-06,83665,2021-06-07 17:08:43 UTC,P,,,2012-08-15,,,,,J1772,CA,"Située sur le côté est du bâtiment de service, à l'intersection",Accessible 24 heures par jour,,Public,,public,,,MUNI_GOV,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Discovery Ford,850 Brant St,,Burlington,ON,L7R 2J5,,905-632-8696,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,43.334676,-79.812197,2020-11-09,83680,2021-06-07 17:08:43 UTC,P,,,2014-03-07,,,,,J1772,CA,,Heures dâ€™ouverture du concessionnaire,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Greg Vann Nissan,2386 Eagle St N,,Cambridge,ON,N3H 4R7,,519-650-9200,E,,Public,"9am-8pm M-F, 9am-5pm Sat",,,,,,2,,,Non-Networked,,200-9,43.40784,-80.332794,2020-11-09,83688,2021-06-07 17:08:43 UTC,P,,,2013-03-07,,,,,J1772,CA,,"9:00-18:00 LUN-VEN, 9:00-17:00 SAM",,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Banlieue Ford,344 rue Laurier,,Saint-Apollinaire,QC,G0S 2E0,,418-881-2323,E,,Public - Call ahead,Dealership business hours; for client use only,,,,,,2,,,Non-Networked,,GPS,46.62035834609907,-71.50935432720948,2021-05-06,83689,2021-06-07 17:08:43 UTC,P,,,2013-06-15,,,,,J1772,CA,,Heures d'ouverture du concessionnaire,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Tatamagouche Public Library,170 Main St,,Tatamagouche,NS,B0K 1V0,,902-657-3064,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,45.713008,-63.29539,2020-08-10,83690,2021-06-07 17:08:43 UTC,P,,,2013-06-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,LIBRARY,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Toronto Parking Authority - Yonge Dundas Square,20 Dundas St E,,Toronto,ON,M5B 1C3,,416-393-7275,E,,Public,24 hours daily; parking fee required,,,,,,2,,,Non-Networked,,200-9,43.656586,-79.380222,2021-04-12,83695,2021-05-06 17:09:19 UTC,P,,,2014-04-01,,,,,J1772,CA,,Accessible 24 heures par jour; frais de stationnement requis,,Public,,public,,,PAY_GARAGE,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Sun Life Financial,280 Victoria St W,,Kamloops,BC,V2C 1A4,,250-314-1410,E,,Public - Call ahead,24 hours daily; see front desk for access,,,,,,1,,,Non-Networked,,200-9,50.678233,-120.346423,2020-06-08,83696,2021-06-07 17:08:43 UTC,P,,,2015-09-15,,,,,TESLA,CA,,Accessible 24 heures par jour; voir la réception pour avoir accès,,Public - Appeler à l'avance,,public,CALL,,OFFICE_BLDG,,,,,,,Free,Gratuit,,,,,,,,
ELEC,The St. Regis Toronto,325 Bay St,,Toronto,ON,M5H 4G3,,416-306-5800,E,,Public,24 hours daily; For guest use only,,,,,,1,,,Non-Networked,,200-9,43.64988,-79.380338,2021-04-12,83697,2021-06-07 17:08:43 UTC,P,,,2015-03-15,,,,,J1772,CA,,24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free; Parking fee,Gratuit; Frais de stationnement,,,,,,,,
ELEC,Mike Fair Chevrolet,199 Lombard St,,Smith Falls,ON,K7A 4T1,,613-283-3882,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,44.885206,-76.033462,2021-04-12,83705,2021-06-07 17:08:43 UTC,P,,,2011-07-15,,,,,J1772,CA,,Heures de concession,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Leggat Chevrolet,360 Rexdale Blvd,,Etobicoke,ON,M9W 1R7,,416-743-1810,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-9,43.716212,-79.588823,2019-11-08,83706,2021-06-07 17:08:43 UTC,P,,,2019-10-17,,,,,J1772,CA,,Heures d'ouverture du concessionnaire,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Nurse Chevrolet,1530 Dundas St E,Two units outside; one unit inside,Whitby,ON,L1N 2K7,,905-668-3304,E,,Public - Call ahead,Dealership business hours; for client use only,,,,,,1,,,Non-Networked,,200-9,43.886194,-78.915257,2021-04-12,83712,2021-05-06 17:09:19 UTC,P,,,2011-09-15,,,,,J1772,CA,"deux unités à l'extérieur, une unitée à  l'intérieur",Heures d'ouverture du concessionnaire; Å  l'usage des clients seulement,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Sherwood Nissan,10 Broadway Blvd,,Sherwood Park,AB,T8H 2A2,,780-449-5775,E,,Public,"7:30am-9pm M-F, 9am-5pm Sat, 11am-5pm Sun",,,,,,2,,,Non-Networked,,200-8,53.5449,-113.319101,2020-10-07,83714,2021-06-07 17:08:43 UTC,P,,,2012-01-15,,,,,J1772,CA,,"7:30-21:00 LUN-VEN, 9:00-17:00 SAM, 11:00-1700 DIM",,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Royal Oak Nissan,7690 110th Ave NW,,Calgary,AB,T3R 1R8,,403-241-1040 x0,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,51.153652,-114.19546,2020-10-07,83718,2021-06-07 17:08:43 UTC,P,,,2013-03-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,British Columbia Institute of Technology - Centre for Applied Research and Innovation,4355 Mathissi Pl,,Burnaby,BC,V5G 4S8,,604-451-6875,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,49.246145,-123.004204,2019-04-09,83732,2021-06-07 17:08:43 UTC,P,,,2011-03-01,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,Gratuit,,,,,,,,HYDRO
ELEC,Morrey Nissan,2710 Lougheed Hwy,,Port Coquitlam,BC,V3B 6P2,,604-464-9291,E,,Public - Call ahead,"8am-9pm M-Th, 8am-6pm F, 8:30-6pm Sat, 12pm-5pm Sun; For customers only",,,,,,1,,,Non-Networked,,200-9,49.27199,-122.788224,2020-09-03,83733,2021-06-07 17:08:43 UTC,P,,,2018-05-24,,,,,J1772,CA,,"8:00-21:00 LUN-JEU, 8:00-18:00 VEN, 8:30-17:00 DIM; Pour client seulement",,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Scotia Square Parkade,1899 Albemarle St,On Level P5 South,Halifax,NS,B3J 4A9,,902-422-5546,E,,Public,24 hours daily; parking fee required,,,,,,2,,,Non-Networked,,200-9,44.649953,-63.577187,2020-08-10,83736,2021-06-07 17:08:43 UTC,P,,,2015-05-01,,,,,J1772,CA,Niveau P5- sud,Accessible 24 heures par jour; frais de stationnement requis,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Hotel le Manoir,8 Av Cabot,,Baie-Comeau,QC,G4Z 1L8,,418-296-3391,E,,Public,24 hours daily; for guest use only,,,,,,1,,,Non-Networked,,GPS,49.21929288450115,-68.14146976190187,2021-04-12,83743,2021-06-07 17:08:43 UTC,P,,,2016-11-15,,,,,J1772,CA,,Accessible 24 heures par jour; À l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Chalets du Bout du Monde,141 Route Haldimand,,Gaspe,QC,G4X 2J6,,418-368-0042,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,48.783582,-64.4136889,2021-04-12,83745,2021-06-07 17:08:43 UTC,P,,,2016-02-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Auberge de la Pointe,10 boul.,,Riviere-du-Loup,QC,G5R 3Y7,,418-862-3514,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,47.859542,-69.549573,2019-11-08,83746,2021-06-07 17:08:43 UTC,P,,,2016-07-15,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Rimouski Mitsubishi,210 Av Leonidas S,,Rimouski,QC,G5L 2T2,,855-747-6600,E,,Public,8am-5pm M-F; for client use only,Debit M V,,,,,1,,,Non-Networked,,200-9,48.461267,-68.507282,2021-04-12,83758,2021-06-07 17:08:43 UTC,P,,,2013-02-15,,,,,J1772,CA,,8:00-17:00 LUN-VEN; usage de clients seulement,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,
ELEC,Thibault Chevrolet,375 boul. Rideau,,Rouyn-Noranda,QC,J9X 5Y7,,819-762-1751,E,,Public,24 hours daily,,,,,,1,1,,Non-Networked,,200-9,48.245541,-79.045223,2021-04-12,83759,2021-06-07 17:08:43 UTC,P,,,2014-03-15,,,,,J1772 J1772COMBO,CA,,24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Auberge Saint-Antoine,8 rue Saint-Antoine,,Quebec,QC,G1K 4C9,,418-692-2211,E,,Public,24 hours daily; for client use only,,,,,,2,,,Non-Networked,,200-9,46.814569,-71.202118,2021-02-12,83761,2021-06-07 17:08:43 UTC,P,,,2015-03-01,,,,,J1772,CA,,Accessible 24 heures par jour; a l'usage des clients seulement,,Public,,public,,,HOTEL,,,,,,,Included in the daily parking rate for guests ($30/day),Incluse dans les frais de stationnement pour les clients ($30 / jour),,,,,,,,
ELEC,Brookfield Place,181 Bay St,,Toronto,ON,M5J 2T3,,416-777-6468  416-777-6480,E,,Public,24 hours daily; parking fee required,,,,,,16,,,Non-Networked,,200-9,43.647488,-79.378414,2021-04-12,83762,2021-06-07 17:08:43 UTC,P,,,2012-03-15,,,,,J1772,CA,,24 heures par jour; frais de stationnement requis,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Best Western Airdrie,121 Edmonton Trail SE,,Airdrie,AB,T4B 1S2,,403-948-3838,E,,Public,24 hours daily; donations accepted,,,,,,1,,,Non-Networked,,200-9,51.290673,-114.002815,2020-10-07,83766,2021-06-07 17:08:43 UTC,P,,,2020-09-17,,,,,J1772,CA,,Accessible 24 heures par jour; dons acceptÃ©s,,Public,,public,,,HOTEL,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Kia Ste-Foy,1600 rue Cyrille-Duquet,,Québec,QC,G1N 2E5,,418-654-2929,E,,Public - Call ahead,Dealership business hours; for client use only,,,,,,6,,,Non-Networked,,200-9,46.796615,-71.265334,2021-04-12,83769,2021-06-07 17:08:43 UTC,P,,,2014-08-15,,,,,J1772,CA,,Heures d ouverture du concessionnaire; Ã  l'usage des clients seulement,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Marlin Chevrolet,2145 rue Frank-Carrel,,Quebec,QC,G1N 2G2,,418-688-1241,E,,Public,24 hours daily; for client use only,,,,,,1,,,Non-Networked,,200-9,46.794686,-71.277558,2020-04-10,83772,2021-06-07 17:08:43 UTC,P,,,2014-06-15,,,,,J1772,CA,,Accessible 24 heures par jour; Ã  l'usage des clients seulement,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Metro Nissan,8686 boul. Newman,,Montreal,QC,H8N 1Y5,,514-366-8931,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,45.43063684600821,-73.6333141,2019-09-11,83773,2021-06-07 17:08:43 UTC,P,,,2012-03-15,,,,,J1772,CA,,Heures dâ€™ouverture du concessionnaire,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Gord Anderson Automotive Group,1267 Dundas St,One unit inside; one unit outside,Woodstock,ON,N4S 1C4,,519-537-2326,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-9,43.136142,-80.716514,2021-04-12,83787,2021-06-07 17:08:43 UTC,P,,,2013-09-15,,,,,J1772,CA,une unitÃ© Ã Â  l'intÃ©rieur; une unitÃ© Ã Â  l'extÃ©rieur,24 heures par jour,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
ELEC,Orleans Kia,2045 Mer Bleue Rd,,Ottawa,ON,K4A 3T9,,613-824-5421,E,,Public,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,45.452673,-75.502822,2021-04-12,83789,2021-06-07 17:08:43 UTC,P,,,2017-09-22,,,,,J1772,CA,,Heures dâ€™ouverture du concessionnaire,,Public,,public,,,CAR_DEALER,,,,,,,Free,Gratuit,,,,,,,,
